,latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight,type,Severity,Unnamed: 16,round_time,date,temperature_2m,relative_humidity_2m,dew_point_2m,apparent_temperature,precipitation,rain,snowfall,snow_depth,weather_code,pressure_msl,surface_pressure,cloud_cover,cloud_cover_low,cloud_cover_mid,cloud_cover_high,et0_fao_evapotranspiration,vapour_pressure_deficit,wind_speed_10m,wind_speed_100m,wind_direction_10m,wind_direction_100m,wind_gusts_10m,soil_temperature_0_to_7cm,soil_temperature_7_to_28cm,soil_temperature_28_to_100cm,soil_temperature_100_to_255cm,soil_moisture_0_to_7cm,soil_moisture_7_to_28cm,soil_moisture_28_to_100cm,soil_moisture_100_to_255cm
0,37.3175,-122.09219,295.9,0.37,0.58,2020-01-04,10:42:00,N20,J1 VIIRS C1,n,2.0NRT,280.4,0.5,N,,29.43750672,,11:00:00,2020-01-04 11:00:00+00:00,4.7904997,92.58354,3.6904998,2.6227307,0.0,0.0,0.0,0.0,1.0,1026.7,1001.7035,33.3,4.0,0.0,99.0,0.0,0.06392181,4.6938257,5.8603754,212.47118,222.5104,12.959999,6.1405,9.0905,11.1905,16.8405,0.429,0.445,0.422,0.378
1,37.45576,-121.93266,298.7,0.38,0.58,2020-01-04,10:42:00,N20,J1 VIIRS C1,n,2.0NRT,276.9,0.2,N,,29.71214213,,11:00:00,2020-01-04 11:00:00+00:00,7.3025002,94.01302,6.4025,5.7623014,0.0,0.0,0.0,0.0,1.0,1026.8,1026.5498,30.6,1.0,0.0,99.0,0.0,0.06137079,4.3349743,6.8777895,175.23645,137.12111,7.92,6.3525,9.6525,12.002501,17.4525,0.352,0.37,0.377,0.347
2,37.31704,-122.09343,301.3,0.42,0.45,2020-01-05,10:24:00,N20,J1 VIIRS C1,n,2.0NRT,280.6,0.9,N,,29.97975399,,10:00:00,2020-01-05 10:00:00+00:00,5.3015,90.68399,3.9015,2.7082777,0.0,0.0,0.0,0.0,0.0,1032.2,1006.37744,4.8,5.0,0.0,1.0,0.0,0.08320087,7.8954163,20.46941,294.22772,304.24908,22.319998,5.8015,9.3015,11.151501,16.7015,0.418,0.436,0.421,0.378
3,37.31878,-122.09222,296.0,0.41,0.37,2020-01-06,10:06:00,N20,J1 VIIRS C1,n,2.0NRT,280.0,0.8,N,,29.45131372,,10:00:00,2020-01-06 10:00:00+00:00,4.399,84.70544,2.049,1.2827692,0.0,0.0,0.0,0.0,0.0,1033.5,1009.41547,0.0,0.0,0.0,0.0,0.00035491853,0.12826532,9.114471,12.287555,279.09018,301.8274,18.359999,5.149,8.849,11.249001,16.699,0.413,0.432,0.421,0.378
4,37.45645,-121.93143,305.3,0.41,0.37,2020-01-06,10:06:00,N20,J1 VIIRS C1,n,2.0NRT,276.6,0.9,N,,30.37760559,,10:00:00,2020-01-06 10:00:00+00:00,7.909,95.01192,7.159,6.521345,0.0,0.0,0.0,0.0,0.0,1033.4,1033.2744,0.0,0.0,0.0,0.0,0.0,0.0532887,4.510787,12.538134,331.38962,320.82635,10.440001,5.309,9.359,11.959001,17.209,0.339,0.358,0.374,0.348
5,37.45734,-121.93303,302.8,0.41,0.37,2020-01-07,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,275.9,0.6,N,,30.12508763,,10:00:00,2020-01-07 10:00:00+00:00,8.007,74.27837,3.7069998,5.9499025,0.0,0.0,0.0,0.0,0.0,1025.9,1024.7789,0.0,0.0,0.0,0.0,0.0,0.27663904,3.96,8.891344,180.0,201.37068,7.2,5.157,9.007,11.757,17.057001,0.331,0.353,0.373,0.348
6,37.31814,-122.09075,302.4,0.42,0.37,2020-01-07,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,280.1,1.0,N,,30.09045008,,10:00:00,2020-01-07 10:00:00+00:00,7.014,52.55678,-2.036,3.8440666,0.0,0.0,0.0,0.0,0.0,1025.9,1003.43036,0.0,0.0,0.0,0.0,0.015532947,0.47681576,5.154415,4.6102495,204.77512,231.34016,7.5599995,4.9639997,8.613999,11.214,16.664001,0.395,0.421,0.42,0.379
7,37.18483,-121.67795,296.7,0.41,0.37,2020-01-07,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,276.9,0.8,N,,29.52093775,,10:00:00,2020-01-07 10:00:00+00:00,6.8985004,66.31497,1.0485001,4.1214514,0.0,0.0,0.0,0.0,0.0,1025.3,1005.15186,0.0,0.0,0.0,0.0,0.007463518,0.335886,5.6233797,8.473393,320.1945,347.73523,12.959999,5.0485,8.7485,11.0985,15.948501,0.414,0.436,0.455,0.424
8,37.18447,-121.68083,298.7,0.41,0.37,2020-01-07,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,276.2,0.8,N,,29.71986355,,10:00:00,2020-01-07 10:00:00+00:00,7.0610003,66.3508,1.2110001,4.310897,0.0,0.0,0.0,0.0,0.0,1025.3,1008.22125,0.0,0.0,0.0,0.0,0.007502007,0.3392861,5.6233797,8.473393,320.1945,347.73523,12.959999,5.211,8.911,11.261,16.111,0.414,0.436,0.455,0.424
9,37.453804,-121.93206,306.39,0.47,0.4,2020-01-10,09:42:00,N,SUOMI VIIRS C2,n,1,274.44,1.14,N,2.0,28.96465328,,10:00:00,2020-01-10 10:00:00+00:00,6.0525002,89.1659,4.4025,3.7531662,0.0,0.0,0.0,0.0,0.0,1023.9,1023.6495,0.0,0.0,0.0,0.0,0.0,0.10192317,6.5693827,4.829907,99.46225,63.435013,9.72,4.9525003,9.252501,11.7025,16.7525,0.362,0.352,0.373,0.349
10,37.18439,-121.68135,295.3,0.39,0.36,2020-01-12,09:54:00,N20,J1 VIIRS C1,n,2.0NRT,272.5,0.6,N,,29.37911588,,10:00:00,2020-01-12 10:00:00+00:00,4.474,99.30295,4.374,2.1181226,0.0,0.0,0.0,0.0,1.0,1024.0,1007.03235,41.699997,23.0,0.0,70.0,0.0,0.0058764815,6.9153743,12.768586,321.34018,338.4985,17.28,5.524,8.824,10.974,15.724,0.426,0.43,0.451,0.424
11,37.31736,-122.08982,302.0,0.39,0.36,2020-01-12,09:54:00,N20,J1 VIIRS C1,n,2.0NRT,274.3,0.5,N,,30.04423041,,10:00:00,2020-01-12 10:00:00+00:00,6.6835,81.46022,3.7335,4.689209,0.0,0.0,0.0,0.0,1.0,1023.9,1001.8131,22.800001,1.0,0.0,73.0,0.0,0.18216038,3.563818,8.049845,224.9999,296.56497,11.5199995,4.6835,8.7335,10.9835,16.283499,0.408,0.406,0.417,0.379
12,37.454643,-121.931557,308.37,0.42,0.37,2020-01-15,09:48:00,N,SUOMI VIIRS C2,n,1,275.47,1.02,N,2.0,29.15027593,,10:00:00,2020-01-15 10:00:00+00:00,4.246,94.86672,3.4959998,1.6426864,0.0,0.0,0.0,0.0,0.0,1022.0,1021.62256,12.599999,14.0,0.0,0.0,0.0,0.042591095,7.42159,7.10031,140.90616,149.53453,10.440001,5.196,9.546,11.646,16.246,0.333,0.345,0.367,0.35
13,37.45582,-121.93322,295.8,0.39,0.36,2020-01-17,10:00:00,N20,J1 VIIRS C1,n,2.0NRT,268.3,0.5,N,,29.42756043,,10:00:00,2020-01-17 10:00:00+00:00,3.2524998,95.163635,2.5525,0.43152475,0.0,0.0,0.0,0.0,2.0,1022.7,1022.4472,50.699997,31.0,12.0,52.0,0.0,0.03741896,7.7043357,15.281989,142.59457,136.90913,14.04,5.0525002,8.002501,11.3525,16.0525,0.401,0.391,0.366,0.35
14,37.31759,-122.09105,296.6,0.39,0.36,2020-01-17,10:00:00,N20,J1 VIIRS C1,n,2.0NRT,270.1,0.8,N,,29.51099146,,10:00:00,2020-01-17 10:00:00+00:00,2.114,96.14732,1.564,-0.6120558,0.0,0.0,0.0,0.0,1.0,1022.6,999.809,33.6,17.0,8.0,45.0,0.0,0.02749461,5.8603754,7.10031,190.6196,149.53453,14.04,3.714,7.1639996,10.613999,15.814,0.478,0.447,0.413,0.379
15,37.454247,-121.929657,301.08,0.46,0.39,2020-01-19,10:12:00,N,SUOMI VIIRS C2,n,1,270.48,0.93,N,0.0,28.46034531,,10:00:00,2020-01-19 10:00:00+00:00,6.5895,80.30798,3.4394999,4.4594555,0.0,0.0,0.0,0.0,1.0,1023.3,1022.80035,31.800001,2.0,0.0,100.0,0.0,0.19223624,4.1046314,7.754637,142.12495,201.80147,9.36,5.4895,8.6895,10.9895,15.789499,0.371,0.383,0.368,0.35
16,37.21291,-121.90198,295.2,0.41,0.37,2020-01-23,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,278.9,0.4,N,,29.36659579,,10:00:00,2020-01-23 10:00:00+00:00,9.496,86.741745,7.396,8.634499,0.0,0.0,0.0,0.0,1.0,1024.2,999.1925,33.0,11.0,0.0,77.0,0.0,0.15767181,1.2979984,3.096837,213.6901,35.537766,4.32,7.446,9.996,9.996,14.195999,0.456,0.448,0.422,0.417
17,37.45489,-121.93222,308.8,0.41,0.37,2020-01-23,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,277.4,0.9,N,,30.72572574,,10:00:00,2020-01-23 10:00:00+00:00,9.8525,87.66715,7.9025,8.830569,0.0,0.0,0.0,0.0,1.0,1024.3,1024.0527,26.400002,3.0,0.0,79.0,0.0,0.15021217,3.2599385,5.3999996,186.3401,216.86998,4.68,8.252501,11.3525,11.3025,15.4025,0.359,0.364,0.364,0.351
18,37.18606,-121.68154,295.3,0.41,0.37,2020-01-23,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,277.9,0.4,N,,29.37654208,,10:00:00,2020-01-23 10:00:00+00:00,9.459,95.07154,8.709,8.784462,0.0,0.0,0.0,0.0,2.0,1024.1,1006.2141,73.8,55.0,0.0,81.0,0.0,0.058463454,2.3051248,3.6,321.34018,36.86999,6.12,8.109,10.559,10.358999,14.759,0.444,0.447,0.443,0.425
19,37.45472,-121.93106,298.1,0.44,0.46,2020-01-24,09:30:00,N20,J1 VIIRS C1,n,2.0NRT,280.4,0.4,N,,29.6550382,,10:00:00,2020-01-24 10:00:00+00:00,7.8459997,98.98377,7.696,6.237774,0.0,0.0,0.0,0.0,0.0,1021.7,1021.32745,4.5,5.0,0.0,0.0,0.0,0.010809898,6.9247384,10.931203,27.897186,342.75845,14.04,8.496,10.996,11.496,15.346,0.35,0.363,0.365,0.351
20,37.18626,-121.67877,296.8,0.42,0.45,2020-01-24,09:30:00,N20,J1 VIIRS C1,n,2.0NRT,279.6,0.4,N,,29.52573643,,10:00:00,2020-01-24 10:00:00+00:00,9.1795,97.01006,8.7295,7.6074905,0.0,0.0,0.0,0.0,0.0,1021.5,998.45355,18.9,21.0,0.0,0.0,0.0,0.034807682,8.4963045,18.388212,323.61554,336.94867,20.519999,8.379499,10.2295,10.2795,14.4295,0.441,0.452,0.444,0.425
21,37.454678,-121.931335,304.91,0.47,0.4,2020-01-26,09:42:00,N,SUOMI VIIRS C2,n,1,282.51,0.76,N,2.0,28.82016273,,10:00:00,2020-01-26 10:00:00+00:00,13.896,90.6738,12.396,14.411522,0.1,0.1,0.0,0.0,51.0,1020.7,1020.3356,86.4,43.0,40.0,79.0,0.0,0.14823723,1.609969,1.9386592,153.43501,111.801476,6.4799995,12.396,12.846,11.896,15.196,0.366,0.366,0.371,0.351
22,37.18367,-121.68011,299.5,0.47,0.4,2020-01-27,10:12:00,N20,J1 VIIRS C1,n,2.0NRT,278.2,0.8,N,,29.79943387,,10:00:00,2020-01-27 10:00:00+00:00,8.3285,97.984375,8.028501,6.1702337,0.0,0.0,0.0,0.0,0.0,1028.6,1010.931,15.299999,17.0,0.0,0.0,0.0,0.022154808,11.269782,23.132626,333.43503,339.02643,34.92,9.7285,11.8785,11.328501,14.528501,0.455,0.447,0.445,0.425
23,37.45561,-121.93273,295.2,0.46,0.39,2020-01-27,10:12:00,N20,J1 VIIRS C1,n,2.0NRT,277.2,0.3,N,,29.36530889,,10:00:00,2020-01-27 10:00:00+00:00,7.7525,95.331795,7.0525002,6.06826,0.0,0.0,0.0,0.0,0.0,1028.5,1028.25,4.8,2.0,5.0,0.0,0.0,0.049343348,6.3690495,2.4149535,132.70937,153.43501,8.28,8.1525,11.9025,12.2025,15.1025,0.379,0.379,0.374,0.351
24,37.18361,-121.68165,299.2,0.47,0.4,2020-01-27,10:12:00,N20,J1 VIIRS C1,n,2.0NRT,277.7,0.3,N,,29.76316049,,10:00:00,2020-01-27 10:00:00+00:00,8.3285,97.984375,8.028501,6.1702337,0.0,0.0,0.0,0.0,0.0,1028.6,1010.931,15.299999,17.0,0.0,0.0,0.0,0.022154808,11.269782,23.132626,333.43503,339.02643,34.92,9.7285,11.8785,11.328501,14.528501,0.455,0.447,0.445,0.425
25,37.45583,-121.93013,299.3,0.54,0.42,2020-01-29,09:36:00,N20,J1 VIIRS C1,n,2.0NRT,279.4,1.0,N,,29.78211509,,10:00:00,2020-01-29 10:00:00+00:00,8.509001,97.324295,8.109,7.310383,0.0,0.0,0.0,0.0,0.0,1026.8,1026.6755,6.9000006,2.0,0.0,17.0,0.0,0.029771805,4.829907,11.720751,333.43503,312.5104,8.28,7.959,11.359,12.309,15.009001,0.367,0.377,0.376,0.352
26,37.317001,-122.08989,299.89,0.41,0.45,2020-01-29,10:24:00,N,SUOMI VIIRS C2,n,1,280.17,0.76,N,2.0,28.34582416,,10:00:00,2020-01-29 10:00:00+00:00,6.6835,93.335915,5.6835,4.57942,0.0,0.0,0.0,0.0,1.0,1026.8,1004.6506,21.3,20.0,0.0,11.0,0.0,0.06547636,7.0911775,17.339897,293.9625,311.63345,18.72,7.6335,10.883499,11.4835,14.9335,0.441,0.438,0.42,0.379
27,37.454102,-121.929863,300.18,0.41,0.37,2020-01-30,10:06:00,N,SUOMI VIIRS C2,n,1,277.67,0.52,N,0.0,28.37029205,,10:00:00,2020-01-30 10:00:00+00:00,10.296,88.90385,8.546,9.547265,0.0,0.0,0.0,0.0,1.0,1024.3,1023.9298,29.4,23.0,1.0,27.0,0.0,0.13921213,2.52,6.9899354,180.0,281.88864,7.92,7.896,10.896,12.296,14.946,0.353,0.372,0.375,0.352
28,37.183495,-121.677895,300.98,0.42,0.37,2020-01-30,10:06:00,N,SUOMI VIIRS C2,n,1,275.73,0.67,N,2.0,28.44771769,,10:00:00,2020-01-30 10:00:00+00:00,8.4135,92.78833,7.3135004,6.7180986,0.0,0.0,0.0,0.0,0.0,1024.5,1005.68964,11.4,4.0,0.0,26.0,0.0,0.079726815,6.8777895,17.238699,317.1211,331.29416,23.039999,8.3635,10.6635,11.563499,14.313499,0.424,0.439,0.443,0.425
29,37.455963,-121.932198,304.94,0.42,0.37,2020-01-31,09:48:00,N,SUOMI VIIRS C2,n,1,276.77,0.9,N,2.0,28.824709,,10:00:00,2020-01-31 10:00:00+00:00,11.6025,80.45486,8.3525,10.506795,0.0,0.0,0.0,0.0,1.0,1025.2,1024.954,25.500002,0.0,0.0,85.0,0.0,0.26742423,4.5536795,6.28713,108.43504,166.75948,8.64,7.8525,10.7025,12.2025,14.8525,0.35,0.367,0.375,0.352
30,37.18404,-121.679176,301.44,0.41,0.37,2020-01-31,09:48:00,N,SUOMI VIIRS C2,n,1,276.42,0.63,N,2.0,28.49069395,,10:00:00,2020-01-31 10:00:00+00:00,11.248,92.32351,10.048,10.729997,0.0,0.0,0.0,0.0,1.0,1025.2,1008.13007,26.1,0.0,0.0,87.0,0.0,0.10259354,3.7585104,1.1384199,163.30067,71.564964,11.879999,7.6480002,10.348001,11.648,14.348001,0.419,0.435,0.443,0.425
31,37.18444,-121.67981,296.2,0.56,0.43,2020-02-01,10:18:00,N20,J1 VIIRS C1,n,2.0NRT,279.5,0.6,N,,29.46863249,,10:00:00,2020-02-01 10:00:00+00:00,9.9285,94.76969,9.1285,8.699439,0.0,0.0,0.0,0.0,2.0,1026.3,1008.7692,52.199997,58.0,0.0,0.0,0.0,0.06402683,6.8777895,11.212135,317.1211,354.47253,15.119999,8.3285,10.828501,11.578501,14.278501,0.415,0.432,0.442,0.425
32,37.45467,-121.93348,299.8,0.53,0.42,2020-02-01,10:18:00,N20,J1 VIIRS C1,n,2.0NRT,277.7,0.7,N,,29.82798583,,10:00:00,2020-02-01 10:00:00+00:00,10.5199995,92.90357,9.42,10.105965,0.0,0.0,0.0,0.0,0.0,1026.6,1025.7349,0.9,1.0,0.0,0.0,0.0,0.09036839,1.835647,4.198285,168.69011,210.96368,2.52,7.8199997,11.37,12.17,14.7699995,0.35,0.368,0.375,0.353
33,37.45501,-121.93224,305.4,0.46,0.39,2020-02-03,09:42:00,N20,J1 VIIRS C1,n,2.0NRT,273.6,1.1,N,,30.39012568,,10:00:00,2020-02-03 10:00:00+00:00,4.0025,83.75586,1.5025,0.85885954,0.0,0.0,0.0,0.0,0.0,1020.6,1020.34845,0.0,0.0,0.0,0.0,0.00070327,0.13249487,8.654987,13.493999,315.0001,316.08084,12.959999,6.0025,10.4525,12.252501,14.7025,0.335,0.364,0.377,0.353
34,37.45547,-121.93068,305.6,0.47,0.39,2020-02-03,09:42:00,N20,J1 VIIRS C1,n,2.0NRT,274.8,0.9,N,,30.40744446,,10:00:00,2020-02-03 10:00:00+00:00,3.9959998,83.755066,1.496,0.85125494,0.0,0.0,0.0,0.0,0.0,1020.6,1020.2227,0.0,0.0,0.0,0.0,0.00070309156,0.13244087,8.654987,13.493999,315.0001,316.08084,12.959999,5.996,10.446,12.246,14.696,0.335,0.364,0.377,0.353
35,37.453438,-121.93087,297.1,0.46,0.39,2020-02-04,10:12:00,N,SUOMI VIIRS C2,n,1,271.89,1.01,N,2.0,28.08525413,,10:00:00,2020-02-04 10:00:00+00:00,2.0525,66.95128,-3.4475,-1.9814246,0.0,0.0,0.0,0.0,0.0,1022.6,1022.34625,0.0,0.0,0.0,0.0,0.01649736,0.2347877,9.826088,20.907913,351.57312,2.9608781,18.0,2.8525,8.252501,11.9525,14.6525,0.323,0.356,0.375,0.353
36,37.454727,-121.933441,298.51,0.39,0.36,2020-02-05,09:54:00,N,SUOMI VIIRS C2,n,1,265.04,0.61,N,2.0,28.21359446,,10:00:00,2020-02-05 10:00:00+00:00,6.47,61.145817,-0.48,3.4182873,0.0,0.0,0.0,0.0,0.0,1025.1,1024.2235,13.200001,0.0,0.0,44.0,0.012576999,0.3761872,5.8603754,5.0528407,132.5104,184.08554,7.92,3.4699998,7.72,11.47,14.57,0.317,0.352,0.375,0.354
37,37.45568,-121.93214,299.5,0.42,0.46,2020-02-06,10:24:00,N20,J1 VIIRS C1,n,2.0NRT,276.5,0.5,N,,29.79557316,,10:00:00,2020-02-06 10:00:00+00:00,9.1525,77.384964,5.4025,7.4228506,0.0,0.0,0.0,0.0,0.0,1022.6,1022.35236,0.0,0.0,0.0,0.0,0.0,0.2628163,4.1046314,6.1305785,195.25517,229.76372,6.12,5.1525,8.752501,11.2025,14.502501,0.309,0.344,0.378,0.354
38,37.21408,-121.90261,295.6,0.41,0.37,2020-02-07,10:06:00,N20,J1 VIIRS C1,n,2.0NRT,279.0,0.4,N,,29.40638095,,10:00:00,2020-02-07 10:00:00+00:00,6.759,77.000984,3.009,4.621149,0.0,0.0,0.0,0.0,0.0,1020.1,995.19464,0.0,0.0,0.0,0.0,0.0,0.22714889,3.6,1.9386592,180.0,21.801476,11.879999,5.609,8.659,10.309,13.459,0.385,0.418,0.432,0.417
39,37.1846,-121.67845,301.1,0.42,0.38,2020-02-07,10:06:00,N20,J1 VIIRS C1,n,2.0NRT,278.7,0.7,N,,29.95728761,,10:00:00,2020-02-07 10:00:00+00:00,8.882999,82.31955,6.033,7.39301,0.0,0.0,0.0,0.0,0.0,1020.1,1001.7639,0.0,0.0,0.0,0.0,0.0,0.20176977,3.4152596,8.766573,108.43504,340.8209,15.84,5.433,8.833,10.783,13.983,0.372,0.415,0.436,0.425
40,37.45636,-121.93101,306.6,0.41,0.37,2020-02-07,10:06:00,N20,J1 VIIRS C1,n,2.0NRT,278.7,0.9,N,,30.50690736,,10:00:00,2020-02-07 10:00:00+00:00,9.059,80.37594,5.8589997,7.228487,0.0,0.0,0.0,0.0,0.0,1020.3,1020.1767,0.0,0.0,0.0,0.0,0.0,0.22662407,5.4833565,8.647496,156.80138,177.6141,6.8399997,6.209,9.859,11.159,14.459001,0.309,0.344,0.379,0.354
41,37.14733,-121.64178,330.7,0.39,0.44,2020-02-07,21:24:00,N20,J1 VIIRS C1,n,2.0NRT,294.3,0.9,D,,32.90396326,,21:00:00,2020-02-07 21:00:00+00:00,16.997501,57.896854,8.6475,15.737234,0.0,0.0,0.0,0.0,0.0,1020.5,1006.55646,0.0,0.0,0.0,0.0,0.3512228,0.8164165,9.904906,13.237039,340.9064,337.6198,28.8,12.7475,8.4475,10.8975,14.1475,0.367,0.413,0.437,0.425
42,37.18606,-121.67952,306.5,0.41,0.37,2020-02-08,09:48:00,N20,J1 VIIRS C1,n,2.0NRT,280.5,0.8,N,,30.49567417,,10:00:00,2020-02-08 10:00:00+00:00,6.7835,87.07711,4.7835,5.022703,0.0,0.0,0.0,0.0,0.0,1018.5,997.26434,0.0,0.0,0.0,0.0,0.0,0.12784624,3.4152596,3.8773184,198.43504,201.80147,10.08,6.1335,9.1335,10.5335,13.7335,0.361,0.407,0.435,0.425
43,37.45795,-121.93336,301.4,0.43,0.46,2020-02-09,09:30:00,N20,J1 VIIRS C1,n,2.0NRT,276.6,0.8,N,,29.98841338,,10:00:00,2020-02-09 10:00:00+00:00,5.79,89.457214,4.1899996,2.731452,0.0,0.0,0.0,0.0,0.0,1015.2,1011.8496,0.0,0.0,0.0,0.0,0.0,0.09739971,11.480557,21.38897,318.81418,316.36386,18.72,5.54,9.79,11.04,14.139999,0.303,0.34,0.379,0.355
44,37.4581,-121.93336,298.3,0.4,0.6,2020-02-10,09:12:00,N20,J1 VIIRS C1,n,2.0NRT,277.9,0.4,N,,29.67493078,,09:00:00,2020-02-10 09:00:00+00:00,6.4399996,57.245872,-1.41,2.2954397,0.0,0.0,0.0,0.0,0.0,1017.1,1013.7509,0.0,0.0,0.0,0.0,0.038985394,0.413087,12.429127,25.38702,349.99207,18.178116,20.880001,5.04,9.29,10.94,14.09,0.278,0.327,0.37,0.355
45,37.14628,-121.64363,330.1,0.48,0.48,2020-02-10,20:30:00,N20,J1 VIIRS C1,n,2.0NRT,295.0,1.7,D,,32.85458073,,20:00:00,2020-02-10 20:00:00+00:00,15.104,39.59676,1.454,11.742563,0.0,0.0,0.0,0.0,0.0,1017.4,1003.5269,0.0,0.0,0.0,0.0,0.35748997,1.0382586,13.891522,19.694992,328.78165,329.2159,37.079998,11.504001,9.304,10.904,14.004001,0.317,0.394,0.426,0.425
46,37.183826,-121.680038,300.94,0.39,0.36,2020-02-10,10:00:00,N,SUOMI VIIRS C2,n,1,278.64,0.65,N,2.0,28.44369359,,10:00:00,2020-02-10 10:00:00+00:00,6.8285,53.878696,-1.8714999,2.9532337,0.0,0.0,0.0,0.0,0.0,1016.5,998.9462,0.0,0.0,0.0,0.0,0.03495684,0.45767367,10.144082,21.178896,297.47433,328.2011,27.359999,7.1285,9.9785,10.7285,13.828501,0.316,0.39,0.425,0.425
47,37.45366,-121.93194,298.1,0.51,0.5,2020-02-11,10:30:00,N20,J1 VIIRS C1,n,2.0NRT,276.6,0.7,N,,29.6588989,,10:00:00,2020-02-11 10:00:00+00:00,9.752501,64.85013,3.4524999,7.4224033,0.0,0.0,0.0,0.0,0.0,1017.9,1017.65424,0.0,0.0,0.0,0.0,0.010059207,0.4252953,5.495161,12.959999,301.60745,360.0,11.5199995,6.0025,10.0525,11.1025,14.1525,0.258,0.313,0.365,0.355
48,37.149693,-121.643112,325.8,0.38,0.36,2020-02-11,21:00:00,N,SUOMI VIIRS C2,n,1,295.57,2.03,D,0.0,30.80958019,,21:00:00,2020-02-11 21:00:00+00:00,17.491001,37.94607,2.9910002,14.6512375,0.0,0.0,0.0,0.0,0.0,1017.8,1003.799,0.0,0.0,0.0,0.0,0.3934249,1.241569,12.819235,18.671474,321.8427,326.0035,37.079998,13.540999,9.540999,10.941,13.941,0.293,0.382,0.423,0.425
49,37.45425,-121.93049,308.9,0.46,0.39,2020-02-12,10:12:00,N20,J1 VIIRS C1,n,2.0NRT,278.1,0.6,N,,30.73181133,,10:00:00,2020-02-12 10:00:00+00:00,12.096,45.929394,0.796,9.368525,0.0,0.0,0.0,0.0,0.0,1017.5,1017.1344,0.0,0.0,0.0,0.0,0.023858361,0.7643635,5.00128,4.39436,149.74365,214.9921,6.8399997,6.796,10.496,11.096,14.096,0.239,0.298,0.36,0.355
50,37.45524,-121.9318,303.5,0.39,0.36,2020-02-13,09:54:00,N20,J1 VIIRS C1,n,2.0NRT,278.0,0.7,N,,30.19599857,,10:00:00,2020-02-13 10:00:00+00:00,9.502501,65.71501,3.4025,7.1645393,0.0,0.0,0.0,0.0,0.0,1017.7,1017.4539,5.7,2.0,0.0,13.0,0.009219124,0.40793276,5.4833565,12.229406,156.80138,137.38599,8.28,6.7025003,10.8525,11.2025,14.0525,0.222,0.29,0.354,0.355
51,37.45534,-121.93272,299.6,0.32,0.55,2020-02-15,09:18:00,N20,J1 VIIRS C1,n,2.0NRT,277.3,0.4,N,,29.80423255,,09:00:00,2020-02-15 09:00:00+00:00,9.4525,89.44073,7.8025002,8.19633,0.0,0.0,0.0,0.0,0.0,1022.6,1022.3527,0.0,0.0,0.0,0.0,0.0,0.12520719,4.6938252,5.04,94.39862,90.0,7.2,7.3525,11.4025,11.4025,13.9025,0.214,0.284,0.352,0.355
52,37.185589,-121.679108,299.89,0.42,0.37,2020-02-15,10:06:00,N,SUOMI VIIRS C2,n,1,277.43,0.73,N,2.0,28.34545739,,10:00:00,2020-02-15 10:00:00+00:00,6.6855,96.950905,6.2355003,4.9516706,0.0,0.0,0.0,0.0,0.0,1022.7,1002.3442,0.0,0.0,0.0,0.0,0.0,0.029961944,5.3999996,9.885262,270.0,349.50858,14.4,7.3355,10.9355,10.9355,13.485499,0.269,0.363,0.415,0.425
53,37.455654,-121.930382,310.55,0.41,0.37,2020-02-16,09:48:00,N,SUOMI VIIRS C2,n,1,279.55,0.81,N,0.0,29.35369623,,10:00:00,2020-02-16 10:00:00+00:00,9.696,86.46598,7.546,8.565333,0.0,0.0,0.0,0.0,0.0,1024.8,1024.4287,0.6,0.0,0.0,2.0,0.0,0.16312456,3.396233,5.0911684,212.00534,261.87,7.2,7.446,11.346,11.546,13.846,0.2,0.273,0.347,0.355
54,37.184551,-121.678757,299.47,0.41,0.37,2020-02-16,09:48:00,N,SUOMI VIIRS C2,n,1,278.08,0.6,N,2.0,28.30418237,,10:00:00,2020-02-16 10:00:00+00:00,8.183,79.69546,4.883,6.12113,0.0,0.0,0.0,0.0,0.0,1024.3,1005.8433,6.3,1.0,9.0,0.0,0.0,0.22100085,5.6233797,17.87718,309.8055,334.98312,25.199999,8.583,11.183,11.132999,13.533,0.256,0.354,0.412,0.425
55,37.45597,-121.93024,302.5,0.46,0.39,2020-02-19,09:42:00,N20,J1 VIIRS C1,n,2.0NRT,277.8,0.6,N,,30.09524876,,10:00:00,2020-02-19 10:00:00+00:00,9.759001,56.865788,1.6090001,7.5140715,0.0,0.0,0.0,0.0,0.0,1018.4,1018.27716,0.0,0.0,0.0,0.0,0.0006039848,0.5221336,2.6208394,3.8773184,105.945465,111.801476,6.4799995,6.3589997,11.359,11.859,13.759001,0.181,0.271,0.344,0.355
